"uid","phyto_mean_biovol","phyto_se_biovol","phyto_total_density","zoo_mean_biomass","zoo_total_density","temp_mean","phos_total_mean","nitrate_mean","silicate_mean","site_id"
6285,184.679433292946,8510.20629770297,89376.3924,0.492224389744341,1124.8892,22.0666666666667,50,0,1.489,"NLA12_KY-107"
6286,48.2664407017235,1499.14293017759,26981.7665,0.0740016006649048,698.0849,25.125,26,0.02,0.238,"NLA12_NC-107"
6293,6.89483565387547,207.603225542678,563089.4812,0.110488101022908,648.6608,27.422,112,0.641,0.231,"NLA12_GA-101"
6300,110.316998275327,807.166135315206,30518.5938,0.227538206084435,264.2053,25.7875,30,0.185,4.144,"NLA12_AL-101"
6302,5.51942217717639,115.076720272093,434380.5086,0.30531838386256,262.3861,23.6666666666667,46,0,2.403,"NLA12_OK-R09"
6303,349.082668732554,583.190333963935,1392.9766,0.164139530588469,394.1616,22.3666666666667,22,0.02,6.829,"NLA12_KY-103"
6318,35.3918439987571,12595.9181034905,2438266.7177,0.693825458696813,5350.6258,23.2666666666667,834,0.05,9.57,"NLA12_OK-293"
6319,39.4568425146574,7645.05214095807,8619393.9521,0.747576967750164,366.1631,15.2,231,0.019,15.175,"NLA12_NM-132"
6320,965.761338820872,3154.38261236053,2770.4468,0.039687847677367,3694.3374,NA,71,0.02,0.21,"NLA12_SC-104"
6321,73.9251422789834,3096.61914854049,174437.5867,1.89719031586678,366.5501,26.62,61,0.019,1.755,"NLA12_SC-105"
6325,230.346363028905,434.153193205119,1295.1134,0.574657483674234,506.5306,NA,12,0.066,2.011,"NLA12_SC-112"
6326,51.605294556682,161.019465492939,38585.969,0.0231808171131745,1020.8182,24.55,32,0.129,3.914,"NLA12_SC-108"
6341,20.2436743348769,554.642482592275,46819.0608,7.90406569617177,90.538,17.3,256,0.052,33.099,"NLA12_NM-152"
6342,149.588927853574,2154.8530432707,278058.1399,0.986043745876463,790.7351,17.6833333333333,43,0.032,0.468,"NLA12_CO-110"
6344,128.138425809173,1713.55394342254,27935.2371,1.08841828564013,1316.1169,15.5,414,0.079,6.633,"NLA12_ND-101"
6345,358.025417311802,18337.9134878932,123509.627,0.0346780671335006,22644.7569,26.1,483,0,1.427,"NLA12_KY-104"
6346,214.746219858559,5838.75288558508,19173.9254,0.0684401169595519,1655.0337,25.16,45,0.104,5.1,"NLA12_KS-130"
6347,15.4631375913049,280.666630156325,72318.4972,0.895150213869624,665.1716,24.3,16,0.09,1.053,"NLA12_PA-108"
6359,100.096559990446,148.445741294348,2585.8184,0.372318365026301,45.3781,23.5,15,0.019,7.008,"NLA12_NC-105"
6361,1466.88592972611,6021.20963282563,3573.3981,0.442002787562305,413.4078,15.1,77,0,1.866,"NLA12_NM-105"
6362,2948.11857973032,7028.97611837577,673.5932,2.64914212714468,80.0002,13.9,27,0.037,6.092,"NLA12_SD-101"
6372,1540.63809219715,8179.45136980542,2868.787,0.864256009910486,169.8403,16.6666666666667,30,0,9.13,"NLA12_NM-104"
6373,18.7567161794824,715.382043383758,248996.5842,0.0847584739633705,1974.4952,28.2,158,0.019,20.298,"NLA12_KY-120"
6374,157.828209217102,2704.57398331012,55025.6221,0.399162015519029,250.6729,22.4333333333333,95,0.158,1.711,"NLA12_KY-122"
6381,337.958906420909,22864.1030600322,83887.8987,0.0184199983406781,5507.0689,28.14,50,0.025,4.783,"NLA12_TN-114"
6393,139.090934594567,2449.01863669031,48188.0963,0.0414702088544226,3846.6698,23.24,129,0,3.97,"NLA12_TN-101"
6394,245.153715150227,3627.80156159399,29464.1302,0.0288261568048412,2708.4776,24.37,120,0,3.685,"NLA12_TN-113"
6395,43.077420184063,2433.97201472012,291873.2353,0.247674602755635,75.772,25.2633333333333,628,0.02,0.557,"NLA12_TN-108"
6396,93.3454581227184,418.426890491065,7319.4591,0.0963287855838823,764.6053,24.7,25,0.027,1.869,"NLA12_KY-102"
6397,124.839399799117,2046.90810854267,22635.5215,0.0588282089017939,1262.0782,27.4666666666667,37,0,12.746,"NLA12_SC-106"
6398,154.053469363385,1205.23516365264,2381.6012,0.652788976031665,27.286,23.1666666666667,12,0.019,3.328,"NLA12_NC-109"
6399,22.2291911360626,799.771547177716,74483.9425,0.0436471163998316,514.1004,25.0666666666667,38,0.019,11.432,"NLA12_NC-101"
6400,737.118464327948,1314.47278013194,646.9897,1.36782079673477,189.3403,19.8333333333333,26,0.019,10.52,"NLA12_NC-108"
6402,510.982661894622,4711.84164339084,3866.7143,1.54486241289207,204.9756,17.7333333333333,49,0.022,17.544,"NLA12_SD-138"
6403,68.5383647309995,3010.0969833635,53549.8294,1.13184756221377,286.6166,15.1333333333333,25,0.001,0.239,"NLA12_NM-117"
6404,399.295887460676,3930.6668285168,61542.9179,0.716544033427776,816.7579,22.8,261,0,3.289,"NLA12_KS-108"
6411,38.9225567226412,685.604269761292,63597.5719,0.0535762148033904,730.1449,25.3,25,0.951,2.356,"NLA12_KY-114"
6412,129.110567422685,5482.91718528506,16238.6511,0.446260397575074,283.72,14.3666666666667,52,0,0.904,"NLA12_NM-133"
6414,553.717905396075,7539.07204301809,8273.3121,0.0533867952590429,206.7515,24.5666666666667,212,0,7.28,"NLA12_MS-107"
6415,98.1070716543699,1633.9259437487,31590.7139,0.218226091032794,92.1558,NA,33,0.019,1.099,"NLA12_MS-106"
6416,85.3403519874271,10826.2741416288,807156.7508,1.27259303192888,2519.9628,19.82,493,0,1.49,"NLA12_IA-107"
6417,38.0064809691402,403.386100580759,98032.7149,0.719930358749995,186.5561,NA,126,0,5.95,"NLA12_SD-130"
6421,128.286516633347,3480.43110397873,24416.6519,0.0171773717884055,2197.7751,23.4666666666667,47,0,6.447,"NLA12_KS-109"
6422,374.227210200143,1753.21940591604,1768.7595,2.07006557577184,183.4824,18.38,35,0.021,9.862,"NLA12_SD-182"
6424,20773.3611130974,519600.129185071,4055.6668,0.0166623976116635,4203.8968,23.95,63,0.022,14.237,"NLA12_VA-109"
6427,97.9291828809524,542.69942153445,3359.9743,3.9590658132144,42.5097,12.9,17,0,5.853,"NLA12_MT-113"
6428,85.627024117994,3105.76170592964,35554.6775,0.0409025050480305,3561.1413,20.8,75,0,3.817,"NLA12_KY-117"
6437,72.7956962851331,813.719473343703,45245.1582,1.62485401929928,462.7324,24.4333333333333,28,0,3.436,"NLA12_KS-103"
6438,227.716037739844,2490.56613787399,3093.2931,0.0630399236802976,1541.3058,19.075,37,0.02,11.368,"NLA12_VA-116"
6440,289.114441473555,2743.8594400617,7357.6176,0.102713138854647,1655.9381,21.1,71,0,15.852,"NLA12_SD-166"
6444,314.772099831317,366.234698373356,275.665,0.0626713477729082,189.2715,23.9,22,0.019,10.555,"NLA12_SC-103"
6445,1512.0124901038,25588.9741128698,21205.7325,3.73825506477799,85.986,19.4,119,0,19.999,"NLA12_SD-104"
6446,30.1918609741389,803.64094561065,708566.1329,0.0525548230916401,7270.8322,20.55,147,0,18.881,"NLA12_SD-122"
6447,435.206909291244,1482.96323487183,5231.6162,0.161319530279269,61.4067,17.6666666666667,60,0,0.744,"NLA12_UT-112"
6449,110.437070769991,2398.06500809822,39296.006,0.187562145633025,1575.4325,19.45,72,0,1.885,"NLA12_UT-128"
6451,259.580607149946,6021.59511379662,12031.9767,0.0266102032387468,385.2169,18.0666666666667,41,0.13,6.985,"NLA12_PA-107"
6456,75.3734768356891,3801.6518059444,64971.4212,0.0318222200597428,674.1233,25.4666666666667,47,0,4.97,"NLA12_KS-R02"
6462,14.5105610498064,238.631344422635,121593.1014,0.0917786545873298,1700.0271,24.6666666666667,67,0.088,1.18,"NLA12_MO-109"
6464,61.1342027875443,11006.5056110019,1315537.8538,0.217863818328895,1228.0566,21.31,240,0,18.383,"NLA12_IA-132"
6469,185.352678369116,5281.2094378551,54944.966,0.318831269425166,2281.2546,23.24,66,0.019,9.856,"NLA12_NC-116"
6470,243.965405361856,532.225222085576,4714.0918,0.382492102533561,643.4342,22.1666666666667,28,0,1.027,"NLA12_MN-145"
6471,17.1432883793422,871.357337869868,312633.1682,0.580495047498186,1514.6789,23.7,524,0.002,17.887,"NLA12_MN-118"
6472,182.040246175009,884.456541191582,5796.0067,0.339383824887089,808.7993,22.81,20,0.003,0.948,"NLA12_MN-111"
6475,40.6218431343142,7942.46025630022,1553429.8179,0.0292290675745958,4235.6021,17.9666666666667,274,0,42.903,"NLA12_ND-104"
6476,184.348510159882,718.921584219254,1367.8112,2.62830800696802,250.9177,18.6666666666667,230,0.108,48.216,"NLA12_ND-118"
6477,491.30064634448,16388.2519616373,84071.4536,0.620135937283669,4336.5292,21.9,159,0,0.034,"NLA12_NM-150"
6478,393.382806655756,609.955716171946,2148.8827,1.92635826800075,41.5566,18.11,65,0.039,5.873,"NLA12_UT-104"
6481,345.089423167131,2663.33076627565,8178.7139,0.233896589535243,3.5567,17.65,173,0.255,23.808,"NLA12_NV-106"
6482,85.1589471866193,632.96560960487,4138.6898,0.36372044742443,350.0837,10.2,437,0.136,26.783,"NLA12_NV-101"
6485,73.4914002428366,773.754611162029,18764.3031,0.0300408715185833,1391.8005,25.2666666666667,16,0,1.555,"NLA12_KS-125"
6500,1365.11354456593,7573.69443336246,2470.9223,2.51824299624951,69.4842,20.2,17,0,3.357,"NLA12_NM-134"
6501,57.8582115907807,3728.54090687532,52324.8913,4.6065908623955,125.0853,16.5666666666667,152,0.001,27.383,"NLA12_NM-138"
6504,459.224042957992,1577.45822202185,7974.0413,0.0141471563173976,1558.8009,24.7333333333333,11,0.002,0.909,"NLA12_NC-103"
6507,108.979113642745,915.256940557637,2018.3893,2.271215181463,49.0651,21.8,24,0.005,3.506,"NLA12_NM-129"
6517,7.90109890356565,273.301371393861,596950.8067,0.283009254758944,59.6666,26.2,200,0,10.329,"NLA12_MO-107"
6518,66.1369148020402,2759.52934841103,73108.2436,0.076221291652067,408.113,26.35,21,0,2.855,"NLA12_IL-R01"
6524,21.93739149723,368.374054323451,95367.957,0.19670889419784,285.4299,25.5,12,0,1.088,"NLA12_KS-138"
6525,4.59175518115971,355.985760060984,581559.4512,0.272937456135204,833.3847,25.9325,119,0.13,10.5,"NLA12_OK-121"
6526,2678.95078986981,28054.0631983776,23803.0238,1.4832685423703,856.4466,22.4333333333333,38,0.09,10.029,"NLA12_MN-132"
6527,59.6025838328463,658.515744522557,34797.5451,3.54118790209341,87.1688,14.9666666666667,21,0.002,3.705,"NLA12_UT-102"
6530,57.7213665695546,2184.23077824878,2744580.6965,0.194037305640324,1257.7133,23.375,193,0,14.377,"NLA12_IA-105"
6532,110.986170807222,1155.40986009575,8363.6335,2.09786370997693,158.3212,18.3666666666667,214,0.105,9.705,"NLA12_NM-160"
6533,41.5812587266544,164.029667523122,24303.4863,0.125870593207166,836.9437,25.275,18,0,1.376,"NLA12_IL-R04"
6534,19.8627177157852,1960.0073254346,783205.6934,0.0315083908297868,588.1957,29.6233333333333,124,0,6.673,"NLA12_MS-101"
6535,44.0575326455251,220.424357216853,47659.1277,0.0342754004419228,308.8775,25.8,36,0.002,1.847,"NLA12_MS-102"
6536,21.2025347654538,871.434456917836,354154.2586,0.153311186341257,808.7479,28.025,129,0.001,6.543,"NLA12_MS-104"
6537,27.1969467068075,486.576438461016,55047.9857,0.144395433316035,579.6416,23.8666666666667,25,0.91,4.413,"NLA12_PA-101"
6538,80.1939089600655,3093.49803656652,44963.455,0.811908077116543,1443.7058,15.5,131,0.018,23.847,"NLA12_ND-139"
6541,4.56306041583589,171.975100657164,583897.3786,1.24539574747893,52.9239,20.9,191,0.51,21.863,"NLA12_IA-120"
6542,5.09066906991882,9.54144192865958,28396.0771,3.04409572579322,110.9586,12.9333333333333,29,0.002,9.05,"NLA12_MT-104"
6543,8.53629836333382,900.322199551554,2432150.4399,0.0313868382054386,5682.5093,21.1,144,0,0.086,"NLA12_SD-114"
6544,125.416991530745,2564.38018168829,222555.3846,0.0358607112109729,4491.8992,21.5,187,0,7.393,"NLA12_SD-115"
6546,40.0953561018663,848.478314272043,131143.1178,0.0570320090829666,14979.4232,16.0075,128,0,26.636,"NLA12_ND-146"
6547,34.4388457879492,229.390351252764,41790.4526,0.0552938055931595,1417.553,14.0166666666667,46,0,12.764,"NLA12_MN-120"
6548,118.311927882434,1044.05731907896,8281.0449,0.190586083861541,967.3445,20.9066666666667,38,0.005,7.229,"NLA12_MN-122"
6549,10.9660708187227,81.1709500994385,67001.1039,0.0182292807227968,379.0166,17.6666666666667,27,0.002,4.687,"NLA12_NH-108"
6550,117.100440611748,4440.14579123723,232646.9741,0.00555811430211569,464.4201,29.7,48,0.05,1.78,"NLA12_OK-101"
6551,22.7909579454976,291.067439225836,499815.4876,0.0145910513488661,2130.1892,30.3066666666667,188,0.05,6.08,"NLA12_OK-291"
6552,361.108549886438,780.770494051977,4200.9634,0.0932601624954282,122.4896,15.612,29,0,1.293,"NLA12_UT-110"
6553,121.443960621432,1766.67598374951,131021.3503,0.0587550278036475,3610.8212,24.8,61,0.005,20.876,"NLA12_VA-108"
6554,36.2662761766304,1497.9817414718,45206.019,0.233461520536194,238.1673,23.775,16,0.01,4.244,"NLA12_WV-102"
6555,70.4209587857465,370.466940073954,42670.6552,0.106517716786311,820.7414,26.7333333333333,5,0.05,1.6,"NLA12_OK-108"
6556,17.3892673019206,317.637752966439,589596.0767,0.58675888144531,123.5666,26.7666666666667,150,0.43,11.5,"NLA12_OK-135"
6558,27.7692900636427,930.344952542527,52415.4984,2.43222764841422,50.8644,21.3666666666667,77.7,0.521,12.4,"NLA12_CA-174"
6559,165.664036086306,1105.14266698939,5190.7557,0.784549692545119,12.5059,14.2333333333333,62.6,0.0203,3.92,"NLA12_CA-116"
6564,29.5556834604055,1213.89136119222,172804.8451,0.427354296112351,572.634,25.2,37,0.002,4.073,"NLA12_KS-R08"
6566,7.1470481028307,224.949185474863,126248.0817,7.0291611981608,392.0175,16.6333333333333,203,0.007,9.698,"NLA12_ND-110"
6568,248.82001050006,3097.01211983686,35379.4177,0.268913220472624,416.4957,20.4333333333333,27,0.284,6.521,"NLA12_VA-125"
6570,86.5356227140854,5342.63049129661,297960.5028,0.147722755514846,3466.0354,24.4,190,0.027,23.191,"NLA12_KS-105"
6571,28.8071209694146,666.844623736114,183332.4768,0.0229686703099651,1638.7714,25.15,24,0.001,0.997,"NLA12_IL-R03"
6572,21.3279446055105,1453.84810651446,425523.6688,0.0370375603566101,552.0315,28.8333333333333,361,0,15.227,"NLA12_LA-101"
6574,31.2109949048445,2576.27502091814,2030035.386,0.244186240597743,7111.4441,16.9,272,0,3.22,"NLA12_MN-137"
6575,124.950368483654,40598.5968741938,1105237.5353,0.395644403414267,882.6024,15.4,96,0,7.211,"NLA12_UT-109"
6576,361.067382908174,1693.41946655922,108457.1696,0.0601907874785844,102.5539,21.205,55,0.148,3.63,"NLA12_NY-0104"
6577,25.7864927888712,1276.20369541227,527494.879,0.01012826133608,12223.8552,16.758,88,0,13.721,"NLA12_ND-162"
6584,51.51321802559,1016.59596619848,150267.503,0.00848944376730327,2694.2519,25.4,71,0.003,13.633,"NLA12_KS-R07"
6585,114.161718785197,16648.3027953477,1138278.4231,0.00795888600923671,2266.2845,25.5933333333333,76,0,4.396,"NLA12_GA-107"
6586,19.8619776764732,2968.80934875317,642120.3747,0.0527039498930439,557.1442,31.7333333333333,204,0.002,4.301,"NLA12_TX-121"
6587,16.9485780739098,204.976860994981,82384.1097,0.010186392838409,3575.6524,21.775,35,0.001,2.269,"NLA12_VA-114"
6590,18.8878521802201,165.771112870034,48498.0779,0.120994876451132,231.285,23.88,14,0,3.494,"NLA12_WV-106"
6594,112.976841676967,1505.86576068508,13098.6557,0.200152879234511,933.4165,18.0225,51,0,18.249,"NLA12_ND-178"
6596,59.7211091893679,926.14877544607,21754.554,0.251090038723054,380.4452,19.6333333333333,11.6,0.005,22.2,"NLA12_CA-132"
6599,24.7980609421568,2332.59672302758,1071480.4962,0.0318671905140742,10741.0159,17.7,138,0,1.511,"NLA12_ND-163"
6601,86.4571807724488,857.119206713923,31328.9234,0.0710589234898093,360.6134,19.4,18,0.003,3.671,"NLA12_NH-104"
6602,81.7345243202404,15898.5712650752,543317.6381,3.36449728327944,289.6691,20.3,98,2.8,7.141,"NLA12_MN-107"
6603,7.40525729339527,203.701020143859,605523.2076,0.036977679570921,705.2687,28.5666666666667,198,0.222,10.214,"NLA12_LA-134"
6604,187.045540447756,4747.36747204069,172818.4194,2.56191869765609,229.4202,21.2,144,0.46,11.1,"NLA12_IA-101"
6606,21.4011598822155,673.258520284341,190218.6938,0.918462543530197,658.5084,23.3,53,0.002,3.11,"NLA12_KS-102"
6608,43.1425406506031,717.454593741688,52472.5548,0.0478077957845376,164.8455,28.5666666666667,41,0.002,13.095,"NLA12_TX-R02"
6609,8.91968288289388,432.601182221793,810481.5131,0.299683213613264,2302.7189,24.6,103,0.01,1.246,"NLA12_KS-124"
6613,20.7274928171402,219.857334454459,67345.8784,0.0348695902009187,1630.2916,26.0666666666667,25,0.005,5.772,"NLA12_KS-R11"
6614,7.21551254528463,587.054391575227,575454.8629,0.09560211674007,2129.2175,25.2,27,0,4.752,"NLA12_MO-119"
6617,233.525023275982,880.777125038427,6879.8386,0.499599455547361,166.773,13.2,43,0.004,4.271,"NLA12_NV-127"
6618,917.921224766979,4264.52338154638,6096.4707,2.77118337997538,153.1165,17.8,150,0,45.03,"NLA12_NV-167"
6622,39.2711357059582,268.50116390577,78893.4542,0.0195419108193382,739.0526,27.4,30,0,7.619,"NLA12_TX-144"
6623,24.04404237354,1291.99096165794,2301397.3261,0.0394165544807563,3418.5814,NA,NA,NA,NA,"NLA12_CA-179"
6628,11.7252506924468,216.761913908687,123854.4894,0.0475934891086583,338.7186,30.3666666666667,112,0,20.886,"NLA12_LA-102"
6633,55.6335137588279,211.461114806595,23167.6239,0.128462511094487,336.9917,20.75,19,0.001,0.335,"NLA12_WI-R06"
6634,97.3821281301671,9869.89503639332,81516.9545,1.25757787273965,320.1987,20.7,293,0,4.923,"NLA12_SD-168"
6636,232.626819809819,5625.0249031684,30241.7178,0.0590911186352764,10780.967,18.7,68,0.003,6.328,"NLA12_ND-186"
6642,21.2731233316453,1139.51885760215,556990.3387,2.26068900529253,99.3287,18.3333333333333,4.1,0.0198,7.74,"NLA12_CA-157"
6643,73.7393597604889,335.124406417199,18717.464,0.0361423236792227,923.3994,29.35,68,0.002,16.827,"NLA12_LA-105"
6644,91.4384883071922,307.853484829033,12570.5222,0.0272964023792463,156.1671,29.3,55,0,4.963,"NLA12_LA-161"
6645,27.8797379823578,15247.4150656539,4379230.3391,0.278601374527767,5716.727,20.47,603,0,28.423,"NLA12_ND-108"
6646,12.4550361077155,1500.55528718856,3499793.8836,0.101849354680256,757.5237,27.5,87,0.12,5.49,"NLA12_OK-134"
6647,57.8568417271977,648.295069361037,52690.3996,0.117409947919063,206.5055,28.2666666666667,26,0,2.188,"NLA12_TX-165"
6654,136.542117716478,2029.73699511314,77360.3491,0.670106428232241,1455.159,16.8,751,0,24.272,"NLA12_ND-126"
6656,0.268082346667343,108.795566720874,4252105.535,0.428828700646103,272.6963,25.2,801,1.54,12.799,"NLA12_KS-101"
6659,20.0978593315107,167.034941220184,83261.5283,0.554136103486832,298.5346,27.3,12.3,0.005,21.4,"NLA12_CA-121"
6660,711.053053647033,4855.30248588755,1014.1791,0.437767779796004,268.3875,20.5466666666667,59,0.017,2.277,"NLA12_IA-109"
6661,430.665629342891,525.080808013296,122.3983,0.323204488535202,446.6847,28.7333333333333,215,0.122,16.657,"NLA12_LA-103"
6662,843.931907641348,7457.03885114396,9590.7766,0.0859444321489665,1078.0838,28.4333333333333,45,0.002,2.232,"NLA12_LA-152"
6663,67.0715102295582,1992.9318287558,73839.2931,0.0789324522412478,716.989,20.2,44,0.004,23.041,"NLA12_MN-102"
6664,117.997525851946,4410.28577792276,283108.4012,1.30217595795867,204.2181,17.62875,43,0,2.07,"NLA12_MT-109"
6665,2563.70572449973,21568.0060467171,1504.8232,1.96136887079008,659.098,18.9666666666667,23,0.002,3.6,"NLA12_UT-105"
6666,111.089646255242,1958.1494392897,42978.4489,0.144034479667278,2143.9186,28.4333333333333,239,0.002,3.765,"NLA12_TX-117"
6667,321.653134975617,1966.39982589494,7344.5021,0.312464700600613,429.894,20.5,21,0.002,10.425,"NLA12_OR-110"
6668,29.7723180604936,265.52862560384,81535.219,0.0804776568643051,1173.9892,27.4,30,0.05,3.52,"NLA12_OK-120"
6669,19.0393904455657,1015.46812809371,455311.3691,0.0722329264331642,221.9791,27.3,5,0.1,3.91,"NLA12_OK-104"
6670,1371.27193153199,10027.8175507981,12358.7764,0.411711093615666,187.7314,17.0333333333333,22,0.008,7.263,"NLA12_NH-101"
6680,70.3037516284264,479.997784552461,29490.8177,0.507059190365235,393.5083,21.8,23,0.004,1.943,"NLA12_MI-R08"
6683,115.439529042766,1160.5053671096,14508.0604,0.0432827834284007,2401.0332,19.7,70,0,0.425,"NLA12_SD-172"
6684,52.8805162922278,2680.22632116259,851232.8877,0.901754891490024,1383.3106,18.4,236,0.003,12.694,"NLA12_SD-124"
6685,24.5569839104953,306.541720305914,484841.6195,0.774880332550286,1135.5636,20.3,68,0,3.546,"NLA12_SD-140"
6686,297.940440410089,4219.49428843076,4925.6501,0.0963789453649328,451.8435,21.2,21,0.002,10.961,"NLA12_MN-108"
6689,41.635721430765,251.895335476761,21681.8415,0.0614420126389028,3829.0982,22,19,0.003,6.73,"NLA12_CT-101"
6690,20.4441508909348,76.9058948566944,4012.2914,0.380609504376917,173.1013,21.0333333333333,14,0.003,4.864,"NLA12_NH-R04"
6692,866.283238715533,2755.57404473297,14761.2112,0.721805473448851,127.3749,22.7433333333333,6,0.002,0.312,"NLA12_WV-101"
6693,7.44283775884503,226.217285560563,37791.1591,0.0537612226776569,11.1493,17.2,3590,2.12,26.324,"NLA12_ND-155"
6694,4.99051650229738,31.2088725980347,46807.2555,0.0297746098665564,218.9315,20.0466666666667,10,0.041,2.345,"NLA12_NY-0101"
6695,8.98787755578515,234.811995364277,1132433.6047,0.141250278112027,669.2447,26.6,30,0.05,6.95,"NLA12_OK-109"
6696,66.1855538864879,2193.70594413752,29090.9579,2.81733051341787,366.0157,17.292,1378,0.002,19.127,"NLA12_MT-118"
6697,10.8537818461589,510.642577968376,290646.8888,0.270574599461533,2260.8253,18.33,272,0,32.249,"NLA12_ND-151"
6714,23.187384321005,253.05697355381,73553.0573,0.562118511835196,322.7492,25.14,14,0.002,1.795,"NLA12_WV-115"
6715,11.4518959111542,63.901527014657,48365.874,0.0218450329821798,914.13,20,15,0.003,3.685,"NLA12_NH-112"
6716,313.061670818584,8506.06570655704,207263.2226,1.93168365234657,486.2233,22.2333333333333,107,0,10.292,"NLA12_MN-163"
6717,25.7527308676969,536.595065859261,28947.8231,4.09265195700318,374.1486,19.244,81,0.023,14.254,"NLA12_ND-173"
6718,827.750512792984,5699.30622394461,6158.6256,0.0606867660996093,317.9161,28.6,66,0.003,5.285,"NLA12_LA-104"
6719,627.644442067153,6458.90843471415,3314.6964,0.0689310595281609,318.7315,21.6,27,0,7.105,"NLA12_NV-103"
6720,5.74596771131842,373.536622290642,359579.6927,1.49716778747409,94.1137,19.6,138,0,51.3,"NLA12_NV-102"
6721,29.4661978357564,234.344666011536,64853.1329,0.0358846343392763,984.5356,20.4333333333333,31,0.004,2.72,"NLA12_MN-130"
6723,41.3067301111798,550.767219198633,187654.8301,0.420966172726095,589.5716,24.5,1054,0.002,2.178,"NLA12_LA-154"
