"uid","phyto_mean_biovol","phyto_se_biovol","phyto_total_density","zoo_mean_biomass","zoo_se_biomass","zoo_total_density","temp_mean","phos_total_mean","nitrate_mean","silicate_mean","site_id"
6284,1151.15342606353,1497.9181518064,462.344371436224,0.289215601147082,0.0610587493635269,86.3757,23.5333333333333,16,0.02,5.914,"NLA12_KY-101"
6285,3920.32368976186,42591.6991852936,5907.39815010194,0.492224389744341,0.998246107699352,1124.8892,22.0666666666667,50,0,1.489,"NLA12_KY-107"
6286,1366.68847651611,9554.37069084266,2254.40360450985,0.0740016006649048,0.10191664497739,698.0849,25.125,26,0.02,0.238,"NLA12_NC-107"
6293,37.4456431369137,504.682491316154,119041.574751476,0.110488101022908,0.240285131358789,648.6608,27.422,112,0.641,0.231,"NLA12_GA-101"
6300,1916.13328036542,6549.62019163036,3909.73632119751,0.227538206084435,0.421455687346802,264.2053,25.7875,30,0.185,4.144,"NLA12_AL-101"
6302,6.26649986531122,116.615145257408,428706.98738403,0.305848751828248,0.635457514646651,261.9311,23.6666666666667,46,0,2.403,"NLA12_OK-R09"
6303,3217.10865571091,3426.21451773897,446.330175128231,0.164139530588469,0.125240870734798,394.1616,22.3666666666667,22,0.02,6.829,"NLA12_KY-103"
6318,2815.37664279902,114329.632063785,30656.4774464037,0.693825458696813,8.21441185004391,5350.6258,23.2666666666667,834,0.05,9.57,"NLA12_OK-293"
6319,39.6318423418467,1754.50815192339,8582307.29303389,0.747576967750164,2.27354903430746,366.1631,15.2,231,0.019,15.175,"NLA12_NM-132"
6320,11890.5231183678,111093.175938904,3009.64966862722,0.039687847677367,0.128690264840152,3694.3374,NA,71,0.02,0.21,"NLA12_SC-104"
6321,1367.13794622508,12546.9650658063,9432.34985994378,1.89824676719638,10.4443738778158,366.3461,26.62,61,0.019,1.755,"NLA12_SC-105"
6325,9874.17182064881,80712.0964942142,772.625404770272,0.574657483674234,6.19976813475354,506.5306,NA,12,0.066,2.011,"NLA12_SC-112"
6326,148.287834886376,316.202639782959,20341.680829795,0.0231808171131745,0.0603902631408031,1020.8182,24.55,32,0.129,3.914,"NLA12_SC-108"
6341,52.6937598058067,697.396883203316,18237.9048760551,7.90406569617177,15.557259303509,90.538,17.3,256,0.052,33.099,"NLA12_NM-152"
6342,452.67829515949,5268.37513699888,99791.2891427328,0.986043745876464,2.75850914975663,790.7351,17.6833333333333,43,0.032,0.468,"NLA12_CO-110"
6344,1527.77145934935,5367.50535582367,2902.69966653825,1.08841828564013,5.41600845981631,1316.1169,15.5,414,0.079,6.633,"NLA12_ND-101"
6345,2531.39041841777,55566.4464150139,17916.4553134984,0.0346780671335006,0.109969961376579,22644.7569,26.1,483,0,1.427,"NLA12_KY-104"
6346,2509.81766932498,15652.8669744733,2820.1825203118,0.0684401169595519,0.136754802787865,1655.0337,25.16,45,0.104,5.1,"NLA12_KS-130"
6347,45.5389701691757,382.31517479756,33772.6142749055,0.895150213869624,2.62242488752044,665.1716,24.3,16,0.09,1.053,"NLA12_PA-108"
6359,1361.14586636848,1493.33399171356,199.914345349329,0.373842467102279,0.0615801282422666,45.1931,23.5,15,0.019,7.008,"NLA12_NC-105"
6361,3311.76665778214,11966.6352345372,2133.75325996922,0.442002787562305,0.815778618987412,413.4078,15.1,77,0,1.866,"NLA12_NM-105"
6362,22401.5375535691,27870.1410458789,91.4452740710927,2.64914212714468,3.66274079806882,80.0002,13.9,27,0.037,6.092,"NLA12_SD-101"
6372,5820.06377233984,23032.5363084781,786.128358755181,0.864256009910486,0.668723084925548,169.8403,16.6666666666667,30,0,9.13,"NLA12_NM-104"
6373,287.041363297792,2230.45875731306,17645.3548715394,0.0847584739633705,0.311144518411359,1974.4952,28.2,158,0.019,20.298,"NLA12_KY-120"
6374,638.205193519326,7928.95816847528,17305.9186248467,0.400536161263089,0.274526060013646,249.8129,22.4333333333333,95,0.158,1.711,"NLA12_KY-122"
6381,5256.65956159669,143160.188598261,5575.64362357098,0.0184199983406781,0.157484593126979,5507.0689,28.14,50,0.025,4.783,"NLA12_TN-114"
6393,6368.33997956791,132563.138506731,7434.52461021284,0.0414702088544226,0.191706121188798,3846.6698,23.24,129,0,3.97,"NLA12_TN-101"
6394,12039.9915354416,250497.866821634,4510.26154028008,0.0288261568048412,0.0523352368163247,2708.4776,24.37,120,0,3.685,"NLA12_TN-113"
6395,229.78798213941,5089.28929973656,55660.6894974182,0.247674602755635,0.264496262208101,75.772,25.2633333333333,628,0.02,0.557,"NLA12_TN-108"
6396,1697.71736515132,2833.56462237153,836.606652647041,0.0963287855838823,0.207371759769024,764.6053,24.7,25,0.027,1.869,"NLA12_KY-102"
6397,794.381100909259,2067.66409033061,4738.99644426463,0.0588282089017939,0.173619721750975,1262.0782,27.4666666666667,37,0,12.746,"NLA12_SC-106"
6398,390.258721165122,1928.05430806352,1093.06162262422,0.656687804158679,0.31367753878957,27.124,23.1666666666667,12,0.019,3.328,"NLA12_NC-109"
6399,258.183103907661,2686.11486314312,8356.2319464236,0.0436471163998316,0.085884327646186,514.1004,25.0666666666667,38,0.019,11.432,"NLA12_NC-101"
6400,2852.06719367627,3568.86670184389,345.678954719573,1.36782079673477,5.12933107076079,189.3403,19.8333333333333,26,0.019,10.52,"NLA12_NC-108"
6402,3131.51025584092,5865.70219542853,922.156870575069,1.54486241289207,2.17955615191571,204.9756,17.7333333333333,49,0.022,17.544,"NLA12_SD-138"
6403,792.200890516421,6757.1629725822,4800.94263163563,1.13184756221377,3.63277373824934,286.6166,15.1333333333333,25,0.001,0.239,"NLA12_NM-117"
6404,1299.39191925492,9262.03384694469,18911.7953218385,0.716544033427776,1.54938849703504,816.7579,22.8,261,0,3.289,"NLA12_KS-108"
6411,693.142471502561,2331.10993534824,6839.63389535636,0.0535762148033904,0.0913836304827772,730.1449,25.3,25,0.951,2.356,"NLA12_KY-114"
6412,575.095965501406,5801.26978913361,5160.38601159817,0.446260397575074,0.518430478987563,283.72,14.3666666666667,52,0,0.904,"NLA12_NM-133"
6414,1101.91965873275,12830.4462859282,4157.36393338187,0.0535053213019315,0.0617564999079379,206.2935,24.5666666666667,212,0,7.28,"NLA12_MS-107"
6415,1646.90580842419,8349.75702874774,3855.44730106662,0.218439420501424,0.185973273698293,92.0658,NA,33,0.019,1.099,"NLA12_MS-106"
6416,149.908678722297,3609.55591670177,459500.022342967,1.27259303192888,8.26492318279166,2519.9628,19.82,493,0,1.49,"NLA12_IA-107"
6417,421.092270340273,2206.02410486916,8903.09956620794,0.719930358749995,1.50843003875802,186.5561,NA,126,0,5.95,"NLA12_SD-130"
6421,505.450164727299,7544.75506160631,8730.51452754164,0.0171773717884055,0.0826961842505662,2197.7751,23.4666666666667,47,0,6.447,"NLA12_KS-109"
6422,1946.12953853608,3583.91735107818,920.77238499136,2.07006557577184,9.25334980063663,183.4824,18.38,35,0.021,9.862,"NLA12_SD-182"
6424,91344.0607444046,691293.363600828,1024.54839757748,0.0166623976116635,0.0834648592487098,4203.8968,23.95,63,0.022,14.237,"NLA12_VA-109"
6427,201.947841954853,871.086308847019,3598.6910687685,3.9590658132144,5.59186641304651,42.5097,12.9,17,0,5.853,"NLA12_MT-113"
6428,6268.98072988201,78931.1164557753,4415.39180989331,0.0409025050480305,0.131870021208712,3561.1413,20.8,75,0,3.817,"NLA12_KY-117"
6437,653.096714233032,4100.04953755571,8829.85100050949,1.62485401929928,4.75313556741232,462.7324,24.4333333333333,28,0,3.436,"NLA12_KS-103"
6438,5363.22421429316,20918.6968575921,650.81766691718,0.0630399236802976,0.164507302322363,1541.3058,19.075,37,0.02,11.368,"NLA12_VA-116"
6440,1175.77010537507,3555.24925934491,2527.31161543871,0.102713138854647,0.178519689692103,1655.9381,21.1,71,0,15.852,"NLA12_SD-166"
6444,3056.036974154,7384.29030744411,247.122789379558,0.0627837984465351,0.0330225343055769,188.9325,23.9,22,0.019,10.555,"NLA12_SC-103"
6445,1584.41954461534,12923.0153120683,22082.4554120192,3.73825506477799,8.21666173933958,85.986,19.4,119,0,19.999,"NLA12_SD-104"
6446,131.804777934877,1952.44524892101,196132.084912526,0.0525548230916401,0.149839624724981,7270.8322,20.55,147,0,18.881,"NLA12_SD-122"
6447,1091.64357151106,13164.942212212,5218.63499998844,0.161319530279269,0.0674143044249499,61.4067,17.6666666666667,60,0,0.744,"NLA12_UT-112"
6449,526.306920159714,5507.68477144501,20740.2839753418,0.187562145633025,0.513811098164154,1575.4325,19.45,72,0,1.885,"NLA12_UT-128"
6451,298.052315249551,6739.73415431396,10478.9248638615,0.0266102032387468,0.180347065030106,385.2169,18.0666666666667,41,0.13,6.985,"NLA12_PA-107"
6456,115.693746939657,967.445949239197,45401.7158994744,0.0318222200597428,0.202907704304367,674.1233,25.4666666666667,47,0,4.97,"NLA12_KS-R02"
6462,78.7994547613681,563.694773470865,91220.9189475767,0.0917786545873298,0.188845409659625,1700.0271,24.6666666666667,67,0.088,1.18,"NLA12_MO-109"
6464,4673.67771666062,133958.786428886,17874.234826292,0.217863818328895,0.337523677040369,1228.0566,21.31,240,0,18.383,"NLA12_IA-132"
6469,1028.36633153679,11995.2460967319,10030.3885439204,0.318831269425166,3.50029501799916,2281.2546,23.24,66,0.019,9.856,"NLA12_NC-116"
6470,1780.89792315519,2503.62498956272,1042.2670368504,0.382492102533561,0.516134853545502,643.4342,22.1666666666667,28,0,1.027,"NLA12_MN-145"
6471,94.7279634152892,2511.34032751809,61525.1392257772,0.580495047498186,2.71722452063951,1514.6789,23.7,524,0.002,17.887,"NLA12_MN-118"
6472,634.009974575163,1646.35601899469,2414.02914098563,0.339383824887089,0.502905303718422,808.7993,22.81,20,0.003,0.948,"NLA12_MN-111"
6475,3446.29188833959,79961.8544735014,18310.4578565755,0.0292290675745958,0.0718979855491346,4235.6021,17.9666666666667,274,0,42.903,"NLA12_ND-104"
6476,2705.35072070767,3055.40007963481,94.5409580880872,2.62830800696802,6.08300758986247,250.9177,18.6666666666667,230,0.108,48.216,"NLA12_ND-118"
6477,888.207123815784,26932.8197479278,50881.2335569301,0.620135937283669,3.01072837677229,4336.5292,21.9,159,0,0.034,"NLA12_NM-150"
6478,6654.54477649144,6554.83828203967,179.522804327701,1.92635826800075,2.10263303259867,41.5566,18.11,65,0.039,5.873,"NLA12_UT-104"
6481,2056.83649890973,11039.8785169809,1375.39952932552,0.241993193123309,NA,3.4377,17.65,173,0.255,23.808,"NLA12_NV-106"
6482,333.117429958947,799.343103446057,1222.42852242882,0.36372044742443,0.210903261379649,350.0837,10.2,437,0.136,26.783,"NLA12_NV-101"
6485,183.769628801985,1196.05182651083,14928.6408384494,0.0300408715185833,0.0290441496210818,1391.8005,25.2666666666667,16,0,1.555,"NLA12_KS-125"
6500,1322.03340212851,6858.66868157089,2736.75406943182,2.52190876177518,4.03678799266117,69.3832,20.2,17,0,3.357,"NLA12_NM-134"
6501,130.134791532888,1725.05165295527,23348.5678280901,4.6065908623955,6.6128536334782,125.0853,16.5666666666667,152,0.001,27.383,"NLA12_NM-138"
6504,3614.37560237489,7690.24427466222,1310.72291080849,0.0141471563173976,0.0654628995482677,1558.8009,24.7333333333333,11,0.002,0.909,"NLA12_NC-103"
6507,194.841534057367,2498.68785419369,7319.40440625,2.271215181463,3.09131946830413,49.0651,21.8,24,0.005,3.506,"NLA12_NM-129"
6517,35.9125523020573,1278.73185699038,437387.258866593,0.283009254758944,0.711846864326098,59.6666,26.2,200,0,10.329,"NLA12_MO-107"
6518,171.400715876947,1849.52941300088,32722.6345677961,0.076221291652067,0.151604325268062,408.113,26.35,21,0,2.855,"NLA12_IL-R01"
6524,65.5604503880502,617.676607169105,33468.5446868123,0.19670889419784,0.190421992613963,285.4299,25.5,12,0,1.088,"NLA12_KS-138"
6525,4.90214206562921,291.362887081216,544737.093998773,0.272937456135204,0.807183154370723,833.3847,25.9325,119,0.13,10.5,"NLA12_OK-121"
6526,3678.99924161719,18885.2905264754,17739.0242862656,1.4832685423703,6.2163204033774,856.4466,22.4333333333333,38,0.09,10.029,"NLA12_MN-132"
6527,119.382607091187,1257.84037965057,17972.8173071401,3.54118790209341,6.59823575802536,87.1688,14.9666666666667,21,0.002,3.705,"NLA12_UT-102"
6530,1015.63309226589,29014.9283298655,161657.941422627,0.194037305640324,0.40334153385674,1257.7133,23.375,193,0,14.377,"NLA12_IA-105"
6532,230.626740874334,1572.32723605906,10644.699625,2.09786370997693,3.4734401069875,158.3212,18.3666666666667,214,0.105,9.705,"NLA12_NM-160"
6533,456.352577676276,2275.24355048146,13611.1212550359,0.125870593207166,0.119807350929691,836.9437,25.275,18,0,1.376,"NLA12_IL-R04"
6534,69.1895874385613,3794.16877520852,229043.82932724,0.0315083908297868,0.123797062949989,588.1957,29.6233333333333,124,0,6.673,"NLA12_MS-101"
6535,97.115417658351,537.367386563388,29611.75927922,0.0342754004419228,0.057521038425267,308.8775,25.8,36,0.002,1.847,"NLA12_MS-102"
6536,34.3083466656535,940.95196042589,337246.03340572,0.153311186341257,0.734545894903892,808.7479,28.025,129,0.001,6.543,"NLA12_MS-104"
6537,55.7725457856215,744.025757996051,35253.8811525239,0.144395433316035,0.355906346967211,579.6416,23.8666666666667,25,0.91,4.413,"NLA12_PA-101"
6538,277.060669254045,3045.27757066045,15190.507037074,0.811908077116543,3.44332408781932,1443.7058,15.5,131,0.018,23.847,"NLA12_ND-139"
6541,5.67272637219253,110.812215279777,503238.881870594,1.24931432069889,0.936865076814411,52.7579,20.9,191,0.51,21.863,"NLA12_IA-120"
6542,6.19336408120749,10.9222825630102,23340.3089992114,3.04409572579322,4.89979703214346,110.9586,12.9333333333333,29,0.002,9.05,"NLA12_MT-104"
6543,91.3686734921671,2048.66118200332,227228.447409602,0.0313868382054386,0.269685553945103,5682.5093,21.1,144,0,0.086,"NLA12_SD-114"
6544,237.84883436701,4305.16710220064,129803.67991571,0.0358607112109729,0.240527212127019,4491.8992,21.5,187,0,7.393,"NLA12_SD-115"
6546,181.130180372502,2790.44038903943,32831.0073383154,0.0570320090829666,0.775253062560442,14979.4232,16.0075,128,0,26.636,"NLA12_ND-146"
6547,58.2587053452778,146.441126063178,30758.357433105,0.0552938055931595,0.341700072462395,1417.553,14.0166666666667,46,0,12.764,"NLA12_MN-120"
6548,602.993710441812,1455.45946231673,5970.34920208741,0.190586083861541,0.598620820647667,967.3445,20.9066666666667,38,0.005,7.229,"NLA12_MN-122"
6549,107.666275046761,547.605984044775,19777.4049503913,0.0182292807227968,0.0314347935914272,379.0166,17.6666666666667,27,0.002,4.687,"NLA12_NH-108"
6550,606.416827617195,11395.7839821532,57101.4035896093,0.00555811430211569,0.00953169734883834,464.4201,29.7,48,0.05,1.78,"NLA12_OK-101"
6551,58.8551317956947,692.859538342266,198682.083422934,0.0145910513488661,0.115235990457389,2130.1892,30.3066666666667,188,0.05,6.08,"NLA12_OK-291"
6552,371.349208159681,1322.58770194077,4873.11758295673,0.0932601624954282,0.0724732612014138,122.4896,15.612,29,0,1.293,"NLA12_UT-110"
6553,715.314009256824,3894.08154235611,22425.4324677159,0.0587550278036475,0.104448221003327,3610.8212,24.8,61,0.005,20.876,"NLA12_VA-108"
6554,89.8684214433885,909.298383721117,27541.098444231,0.233461520536194,0.20288791333826,238.1673,23.775,16,0.01,4.244,"NLA12_WV-102"
6555,86.5005733118143,409.011088824572,37504.2530239151,0.106517716786311,0.30084214344116,820.7414,26.7333333333333,5,0.05,1.6,"NLA12_OK-108"
6556,23.7868040879405,338.816348169184,572061.621258266,0.58675888144531,0.689989941778532,123.5666,26.7666666666667,150,0.43,11.5,"NLA12_OK-135"
6558,37.9796079370455,233.743912732326,38387.9336752684,2.44009514717833,5.58562771811086,50.7004,21.3666666666667,77.7,0.521,12.4,"NLA12_CA-174"
6559,213.502069400733,1174.59896456272,4824.58464028575,0.786310196427284,0.144101870538698,12.4779,14.2333333333333,62.6,0.0203,3.92,"NLA12_CA-116"
6564,60.0829769459294,928.444985499151,90003.2481524098,0.427354296112351,1.36984445988057,572.634,25.2,37,0.002,4.073,"NLA12_KS-R08"
6566,21.6862486976704,362.437414595563,75398.159875186,7.0291611981608,49.0962640966183,392.0175,16.6333333333333,203,0.007,9.698,"NLA12_ND-110"
6568,701.32503707451,6902.63897554877,12809.8942626877,0.268913220472624,1.02595853518466,416.4957,20.4333333333333,27,0.284,6.521,"NLA12_VA-125"
6570,116.720051530525,2006.21703367338,221351.630539189,0.147722755514846,0.436401278354843,3466.0354,24.4,190,0.027,23.191,"NLA12_KS-105"
6571,111.68114834267,456.828407930299,47440.4441253021,0.0229686703099651,0.19518379442115,1638.7714,25.15,24,0.001,0.997,"NLA12_IL-R03"
6572,133.691198132995,2809.61437919812,98132.648997946,0.0370375603566101,0.164622366266138,552.0315,28.8333333333333,361,0,15.227,"NLA12_LA-101"
6574,166.092013965853,5968.31654818454,381471.827430103,0.244186240597743,3.74529246175498,7111.4441,16.9,272,0,3.22,"NLA12_MN-137"
6575,8580.26469079842,312988.724975069,68002.2166002324,0.395644403414267,0.956039325949465,882.6024,15.4,96,0,7.211,"NLA12_UT-109"
6576,376.24997694222,1760.08898262876,104252.478681278,0.0601907874785844,0.0451757564932716,102.5539,21.205,55,0.148,3.63,"NLA12_NY-0104"
6577,144.692209991892,3504.57204936088,100022.937386961,0.01012826133608,0.0847230220588029,12223.8552,16.758,88,0,13.721,"NLA12_ND-162"
6584,88.6359280677192,828.061408428705,93377.9351526225,0.00848944376730327,0.0255628238779687,2694.2519,25.4,71,0.003,13.633,"NLA12_KS-R07"
6585,394.749574527584,12596.6721297899,334981.166223296,0.00795888600923671,0.0203916233664409,2266.2845,25.5933333333333,76,0,4.396,"NLA12_GA-107"
6586,115.246017613602,6774.06205392385,110665.694242564,0.0527039498930439,0.168718075600191,557.1442,31.7333333333333,204,0.002,4.301,"NLA12_TX-121"
6587,28.2354013677648,225.605481630957,114836.769017981,0.010186392838409,0.101824645157689,3575.6524,21.775,35,0.001,2.269,"NLA12_VA-114"
6590,24.6520105050412,172.604730235777,42514.0971396908,0.120994876451132,0.10866571688505,231.285,23.88,14,0,3.494,"NLA12_WV-106"
6594,176.359928659763,2121.34324257918,9057.72911873746,0.200152879234511,0.48946063242978,933.4165,18.0225,51,0,18.249,"NLA12_ND-178"
6596,96.8292982578322,698.531055766088,18623.4011176895,0.251090038723054,0.375701511484849,380.4452,19.6333333333333,11.6,0.005,22.2,"NLA12_CA-132"
6599,134.011349565756,3883.94710161516,198271.554828739,0.0318671905140742,0.549885787595827,10741.0159,17.7,138,0,1.511,"NLA12_ND-163"
6601,239.812639995149,1731.82523317655,14420.6982478903,0.0710589234898093,0.0217562281379621,360.6134,19.4,18,0.003,3.671,"NLA12_NH-104"
6602,373.979107485436,30790.0860433365,118816.812478837,3.36449728327944,11.4120014104329,289.6691,20.3,98,2.8,7.141,"NLA12_MN-107"
6603,8.75781570108759,173.649621091568,512006.110021606,0.036977679570921,0.148579182819204,705.2687,28.5666666666667,198,0.222,10.214,"NLA12_LA-134"
6604,2335.32358159791,16070.7776903674,17967.1583829895,2.56191869765609,2.98347278358249,229.4202,21.2,144,0.46,11.1,"NLA12_IA-101"
6606,46.3580402009515,455.900220170841,142984.673624403,0.918462543530197,2.23831251249862,658.5084,23.3,53,0.002,3.11,"NLA12_KS-102"
6608,96.1572016304473,328.41866623228,27662.6916580083,0.0478077957845376,0.124860322124658,164.8455,28.5666666666667,41,0.002,13.095,"NLA12_TX-R02"
6609,12.8512882787443,499.576392789244,647216.246876747,0.299683213613264,0.911522847817276,2302.7189,24.6,103,0.01,1.246,"NLA12_KS-124"
6613,41.4946986663786,572.205877577255,66521.341456,0.0348695902009187,0.0727937559693219,1630.2916,26.0666666666667,25,0.005,5.772,"NLA12_KS-R11"
6614,15.8221020398339,661.782177449888,284155.597940209,0.09560211674007,0.43454734150647,2129.2175,25.2,27,0,4.752,"NLA12_MO-119"
6617,312.327302699094,1022.69342631877,6228.38488466747,0.499599455547361,0.806949959766396,166.773,13.2,43,0.004,4.271,"NLA12_NV-127"
6618,897.855001594947,3768.75863709445,7248.03917407573,2.77118337997538,4.20792891114521,153.1165,17.8,150,0,45.03,"NLA12_NV-167"
6622,110.651320411543,653.535803023579,29966.2920936468,0.0195419108193382,0.0323300595191639,739.0526,27.4,30,0,7.619,"NLA12_TX-144"
6623,95.3840800480446,5433.3366879254,2316009.3726,0.0394165544807563,0.392364521626532,3418.5814,NA,NA,NA,NA,"NLA12_CA-179"
6628,15.2987565374459,170.564229845868,98874.8479850337,0.0475934891086583,0.0732432737538769,338.7186,30.3666666666667,112,0,20.886,"NLA12_LA-102"
6633,1168.03263701802,3564.05727349264,2657.56985320618,0.128462511094487,0.270515697845084,336.9917,20.75,19,0.001,0.335,"NLA12_WI-R06"
6634,452.320494507908,12811.6263712292,21954.5998887441,1.25757787273965,2.25862213180084,320.1987,20.7,293,0,4.923,"NLA12_SD-168"
6636,273.183746898009,6421.52504328963,26134.6889863309,0.0590911186352764,1.14470863675752,10780.967,18.7,68,0.003,6.328,"NLA12_ND-186"
6642,58.3320875243763,2559.65360808784,238541.659277756,2.26068900529253,4.48125742032599,99.3287,18.3333333333333,4.1,0.0198,7.74,"NLA12_CA-157"
6643,524.260502581908,842.563247636852,3181.27985531282,0.0361423236792227,0.238971275823312,923.3994,29.35,68,0.002,16.827,"NLA12_LA-105"
6644,1185.68741009799,8588.98540369078,2510.01363854749,0.0272964023792463,0.120111268179712,156.1671,29.3,55,0,4.963,"NLA12_LA-161"
6645,478.260316359043,68569.5944840653,258876.757280552,0.278601374527767,1.38664453980354,5716.727,20.47,603,0,28.423,"NLA12_ND-108"
6646,14.3939162509539,708.801176625249,3061432.48823473,0.101849354680256,0.185074235216407,757.5237,27.5,87,0.12,5.49,"NLA12_OK-134"
6647,663.515706823833,2062.19829912856,5950.55959669737,0.117409947919063,0.26637193248658,206.5055,28.2666666666667,26,0,2.188,"NLA12_TX-165"
6654,184.696930662295,2104.44036538754,69991.7026630864,0.670106428232241,6.46050458658969,1455.159,16.8,751,0,24.272,"NLA12_ND-126"
6656,0.268082346667343,108.795566720874,4252105.535,0.428828700646103,0.393773421161207,272.6963,25.2,801,1.54,12.799,"NLA12_KS-101"
6659,144.511589977562,963.788799214929,14854.1889244545,0.554136103486832,0.380574534136988,298.5346,27.3,12.3,0.005,21.4,"NLA12_CA-121"
6660,3841.20712378525,20250.0698411539,776.135325934243,0.437767779796004,1.358551324469,268.3875,20.5466666666667,59,0.017,2.277,"NLA12_IA-109"
6661,1260.12215868287,1385.57148231574,43.9600278578554,0.323204488535202,0.692585586426852,446.6847,28.7333333333333,215,0.122,16.657,"NLA12_LA-103"
6662,2437.14411568568,12966.0167225182,4191.63369722429,0.0859444321489665,0.167561956040888,1078.0838,28.4333333333333,45,0.002,2.232,"NLA12_LA-152"
6663,180.412629890424,4467.78021807449,28992.9839578135,0.0789324522412478,0.183213798672606,716.989,20.2,44,0.004,23.041,"NLA12_MN-102"
6664,140.47324505104,2898.47528525047,237811.057026283,1.30217595795867,3.06004373204136,204.2181,17.62875,43,0,2.07,"NLA12_MT-109"
